tile_index,jis_code,unicode,character,file_offset
4916,0x6468,U+7CAB,粫,0x69BC4
4917,0x6469,U+7CA1,粡,0x69C04
4918,0x646A,U+7CA8,粨,0x69C44
4919,0x646B,U+7CB3,粳,0x69C84
4920,0x646C,U+7CB2,粲,0x69CC4
4921,0x646D,U+7CB1,粱,0x69D04
4922,0x646E,U+7CAE,粮,0x69D44
4923,0x646F,U+7CB9,粹,0x69D84
4924,0x6470,U+7CBD,粽,0x69DC4
4925,0x6471,U+7CC0,糀,0x69E04
4926,0x6472,U+7CC5,糅,0x69E44
4927,0x6473,U+7CC2,糂,0x69E84
4928,0x6474,U+7CD8,糘,0x69EC4
4929,0x6475,U+7CD2,糒,0x69F04
4930,0x6476,U+7CDC,糜,0x69F44
4931,0x6477,U+7CE2,糢,0x69F84
4932,0x6478,U+9B3B,鬻,0x69FC4
4933,0x6479,U+7CEF,糯,0x6A004
4934,0x647A,U+7CF2,糲,0x6A044
4935,0x647B,U+7CF4,糴,0x6A084
4936,0x647C,U+7CF6,糶,0x6A0C4
4937,0x647D,U+7CFA,糺,0x6A104
4938,0x647E,U+7D06,紆,0x6A144
4939,0x6521,U+7D02,紂,0x6A184
4940,0x6522,U+7D1C,紜,0x6A1C4
4941,0x6523,U+7D15,紕,0x6A204
4942,0x6524,U+7D0A,紊,0x6A244
4943,0x6525,U+7D45,絅,0x6A284
4944,0x6526,U+7D4B,絋,0x6A2C4
4945,0x6527,U+7D2E,紮,0x6A304
4946,0x6528,U+7D32,紲,0x6A344
4947,0x6529,U+7D3F,紿,0x6A384
4948,0x652A,U+7D35,紵,0x6A3C4
4949,0x652B,U+7D46,絆,0x6A404
4950,0x652C,U+7D73,絳,0x6A444
4951,0x652D,U+7D56,絖,0x6A484
4952,0x652E,U+7D4E,絎,0x6A4C4
4953,0x652F,U+7D72,絲,0x6A504
4954,0x6530,U+7D68,絨,0x6A544
4955,0x6531,U+7D6E,絮,0x6A584
4956,0x6532,U+7D4F,絏,0x6A5C4
4957,0x6533,U+7D63,絣,0x6A604
4958,0x6534,U+7D93,經,0x6A644
4959,0x6535,U+7D89,綉,0x6A684
4960,0x6536,U+7D5B,絛,0x6A6C4
4961,0x6537,U+7D8F,綏,0x6A704
4962,0x6538,U+7D7D,絽,0x6A744
4963,0x6539,U+7D9B,綛,0x6A784
4964,0x653A,U+7DBA,綺,0x6A7C4
4965,0x653B,U+7DAE,綮,0x6A804
4966,0x653C,U+7DA3,綣,0x6A844
4967,0x653D,U+7DB5,綵,0x6A884
4968,0x653E,U+7DC7,緇,0x6A8C4
4969,0x653F,U+7DBD,綽,0x6A904
4970,0x6540,U+7DAB,綫,0x6A944
4971,0x6541,U+7E3D,總,0x6A984
4972,0x6542,U+7DA2,綢,0x6A9C4
4973,0x6543,U+7DAF,綯,0x6AA04
4974,0x6544,U+7DDC,緜,0x6AA44
4975,0x6545,U+7DB8,綸,0x6AA84
4976,0x6546,U+7D9F,綟,0x6AAC4
4977,0x6547,U+7DB0,綰,0x6AB04
4978,0x6548,U+7DD8,緘,0x6AB44
4979,0x6549,U+7DDD,緝,0x6AB84
4980,0x654A,U+7DE4,緤,0x6ABC4
4981,0x654B,U+7DDE,緞,0x6AC04
4982,0x654C,U+7DFB,緻,0x6AC44
4983,0x654D,U+7DF2,緲,0x6AC84
4984,0x654E,U+7DE1,緡,0x6ACC4
4985,0x654F,U+7E05,縅,0x6AD04
4986,0x6550,U+7E0A,縊,0x6AD44
4987,0x6551,U+7E23,縣,0x6AD84
4988,0x6552,U+7E21,縡,0x6ADC4
4989,0x6553,U+7E12,縒,0x6AE04
4990,0x6554,U+7E31,縱,0x6AE44
4991,0x6555,U+7E1F,縟,0x6AE84
4992,0x6556,U+7E09,縉,0x6AEC4
4993,0x6557,U+7E0B,縋,0x6AF04
4994,0x6558,U+7E22,縢,0x6AF44
4995,0x6559,U+7E46,繆,0x6AF84
4996,0x655A,U+7E66,繦,0x6AFC4
4997,0x655B,U+7E3B,縻,0x6B004
4998,0x655C,U+7E35,縵,0x6B044
4999,0x655D,U+7E39,縹,0x6B084
5000,0x655E,U+7E43,繃,0x6B0C4
5001,0x655F,U+7E37,縷,0x6B104
5002,0x6560,U+7E32,縲,0x6B144
5003,0x6561,U+7E3A,縺,0x6B184
5004,0x6562,U+7E67,繧,0x6B1C4
5005,0x6563,U+7E5D,繝,0x6B204
5006,0x6564,U+7E56,繖,0x6B244
5007,0x6565,U+7E5E,繞,0x6B284
5008,0x6566,U+7E59,繙,0x6B2C4
5009,0x6567,U+7E5A,繚,0x6B304
5010,0x6568,U+7E79,繹,0x6B344
5011,0x6569,U+7E6A,繪,0x6B384
5012,0x656A,U+7E69,繩,0x6B3C4
5013,0x656B,U+7E7C,繼,0x6B404
5014,0x656C,U+7E7B,繻,0x6B444
5015,0x656D,U+7E83,纃,0x6B484
5016,0x656E,U+7DD5,緕,0x6B4C4
5017,0x656F,U+7E7D,繽,0x6B504
5018,0x6570,U+8FAE,辮,0x6B544
5019,0x6571,U+7E7F,繿,0x6B584
5020,0x6572,U+7E88,纈,0x6B5C4
5021,0x6573,U+7E89,纉,0x6B604
5022,0x6574,U+7E8C,續,0x6B644
5023,0x6575,U+7E92,纒,0x6B684
5024,0x6576,U+7E90,纐,0x6B6C4
5025,0x6577,U+7E93,纓,0x6B704
5026,0x6578,U+7E94,纔,0x6B744
5027,0x6579,U+7E96,纖,0x6B784
5028,0x657A,U+7E8E,纎,0x6B7C4
5029,0x657B,U+7E9B,纛,0x6B804
5030,0x657C,U+7E9C,纜,0x6B844
5031,0x657D,U+7F38,缸,0x6B884
5032,0x657E,U+7F3A,缺,0x6B8C4
5033,0x6621,U+7F45,罅,0x6B904
5034,0x6622,U+7F4C,罌,0x6B944
5035,0x6623,U+7F4D,罍,0x6B984
5036,0x6624,U+7F4E,罎,0x6B9C4
5037,0x6625,U+7F50,罐,0x6BA04
5038,0x6626,U+7F51,网,0x6BA44
5039,0x6627,U+7F55,罕,0x6BA84
5040,0x6628,U+7F54,罔,0x6BAC4
5041,0x6629,U+7F58,罘,0x6BB04
5042,0x662A,U+7F5F,罟,0x6BB44
5043,0x662B,U+7F60,罠,0x6BB84
5044,0x662C,U+7F68,罨,0x6BBC4
5045,0x662D,U+7F69,罩,0x6BC04
5046,0x662E,U+7F67,罧,0x6BC44
5047,0x662F,U+7F78,罸,0x6BC84
5048,0x6630,U+7F82,羂,0x6BCC4
5049,0x6631,U+7F86,羆,0x6BD04
5050,0x6632,U+7F83,羃,0x6BD44
5051,0x6633,U+7F88,羈,0x6BD84
5052,0x6634,U+7F87,羇,0x6BDC4
5053,0x6635,U+7F8C,羌,0x6BE04
5054,0x6636,U+7F94,羔,0x6BE44
5055,0x6637,U+7F9E,羞,0x6BE84
5056,0x6638,U+7F9D,羝,0x6BEC4
5057,0x6639,U+7F9A,羚,0x6BF04
5058,0x663A,U+7FA3,羣,0x6BF44
5059,0x663B,U+7FAF,羯,0x6BF84
5060,0x663C,U+7FB2,羲,0x6BFC4
5061,0x663D,U+7FB9,羹,0x6C004
5062,0x663E,U+7FAE,羮,0x6C044
5063,0x663F,U+7FB6,羶,0x6C084
5064,0x6640,U+7FB8,羸,0x6C0C4
5065,0x6641,U+8B71,譱,0x6C104
5066,0x6642,U+7FC5,翅,0x6C144
5067,0x6643,U+7FC6,翆,0x6C184
5068,0x6644,U+7FCA,翊,0x6C1C4
5069,0x6645,U+7FD5,翕,0x6C204
5070,0x6646,U+7FD4,翔,0x6C244
5071,0x6647,U+7FE1,翡,0x6C284
5072,0x6648,U+7FE6,翦,0x6C2C4
5073,0x6649,U+7FE9,翩,0x6C304
5074,0x664A,U+7FF3,翳,0x6C344
5075,0x664B,U+7FF9,翹,0x6C384
5076,0x664C,U+98DC,飜,0x6C3C4
5077,0x664D,U+8006,耆,0x6C404
5078,0x664E,U+8004,耄,0x6C444
5079,0x664F,U+800B,耋,0x6C484
5080,0x6650,U+8012,耒,0x6C4C4
5081,0x6651,U+8018,耘,0x6C504
5082,0x6652,U+8019,耙,0x6C544
5083,0x6653,U+801C,耜,0x6C584
5084,0x6654,U+8021,耡,0x6C5C4
5085,0x6655,U+8028,耨,0x6C604
5086,0x6656,U+803F,耿,0x6C644
5087,0x6657,U+803B,耻,0x6C684
5088,0x6658,U+804A,聊,0x6C6C4
5089,0x6659,U+8046,聆,0x6C704
5090,0x665A,U+8052,聒,0x6C744
5091,0x665B,U+8058,聘,0x6C784
5092,0x665C,U+805A,聚,0x6C7C4
5093,0x665D,U+805F,聟,0x6C804
5094,0x665E,U+8062,聢,0x6C844
5095,0x665F,U+8068,聨,0x6C884
5096,0x6660,U+8073,聳,0x6C8C4
5097,0x6661,U+8072,聲,0x6C904
5098,0x6662,U+8070,聰,0x6C944
5099,0x6663,U+8076,聶,0x6C984
5100,0x6664,U+8079,聹,0x6C9C4
5101,0x6665,U+807D,聽,0x6CA04
5102,0x6666,U+807F,聿,0x6CA44
5103,0x6667,U+8084,肄,0x6CA84
5104,0x6668,U+8086,肆,0x6CAC4
5105,0x6669,U+8085,肅,0x6CB04
5106,0x666A,U+809B,肛,0x6CB44
5107,0x666B,U+8093,肓,0x6CB84
5108,0x666C,U+809A,肚,0x6CBC4
5109,0x666D,U+80AD,肭,0x6CC04
5110,0x666E,U+5190,冐,0x6CC44
5111,0x666F,U+80AC,肬,0x6CC84
5112,0x6670,U+80DB,胛,0x6CCC4
5113,0x6671,U+80E5,胥,0x6CD04
5114,0x6672,U+80D9,胙,0x6CD44
5115,0x6673,U+80DD,胝,0x6CD84
5116,0x6674,U+80C4,胄,0x6CDC4
5117,0x6675,U+80DA,胚,0x6CE04
5118,0x6676,U+80D6,胖,0x6CE44
5119,0x6677,U+8109,脉,0x6CE84
5120,0x6678,U+80EF,胯,0x6CEC4
5121,0x6679,U+80F1,胱,0x6CF04
5122,0x667A,U+811B,脛,0x6CF44
5123,0x667B,U+8129,脩,0x6CF84
5124,0x667C,U+8123,脣,0x6CFC4
5125,0x667D,U+812F,脯,0x6D004
5126,0x667E,U+814B,腋,0x6D044
5127,0x6721,U+968B,隋,0x6D084
5128,0x6722,U+8146,腆,0x6D0C4
5129,0x6723,U+813E,脾,0x6D104
5130,0x6724,U+8153,腓,0x6D144
5131,0x6725,U+8151,腑,0x6D184
5132,0x6726,U+80FC,胼,0x6D1C4
5133,0x6727,U+8171,腱,0x6D204
5134,0x6728,U+816E,腮,0x6D244
5135,0x6729,U+8165,腥,0x6D284
5136,0x672A,U+8166,腦,0x6D2C4
5137,0x672B,U+8174,腴,0x6D304
5138,0x672C,U+8183,膃,0x6D344
5139,0x672D,U+8188,膈,0x6D384
5140,0x672E,U+818A,膊,0x6D3C4
5141,0x672F,U+8180,膀,0x6D404
5142,0x6730,U+8182,膂,0x6D444
5143,0x6731,U+81A0,膠,0x6D484
5144,0x6732,U+8195,膕,0x6D4C4
5145,0x6733,U+81A4,膤,0x6D504
5146,0x6734,U+81A3,膣,0x6D544
5147,0x6735,U+815F,腟,0x6D584
5148,0x6736,U+8193,膓,0x6D5C4
5149,0x6737,U+81A9,膩,0x6D604
5150,0x6738,U+81B0,膰,0x6D644
5151,0x6739,U+81B5,膵,0x6D684
5152,0x673A,U+81BE,膾,0x6D6C4
5153,0x673B,U+81B8,膸,0x6D704
5154,0x673C,U+81BD,膽,0x6D744
5155,0x673D,U+81C0,臀,0x6D784
5156,0x673E,U+81C2,臂,0x6D7C4
5157,0x673F,U+81BA,膺,0x6D804
5158,0x6740,U+81C9,臉,0x6D844
5159,0x6741,U+81CD,臍,0x6D884
5160,0x6742,U+81D1,臑,0x6D8C4
5161,0x6743,U+81D9,臙,0x6D904
5162,0x6744,U+81D8,臘,0x6D944
5163,0x6745,U+81C8,臈,0x6D984
5164,0x6746,U+81DA,臚,0x6D9C4
5165,0x6747,U+81DF,臟,0x6DA04
5166,0x6748,U+81E0,臠,0x6DA44
5167,0x6749,U+81E7,臧,0x6DA84
5168,0x674A,U+81FA,臺,0x6DAC4
5169,0x674B,U+81FB,臻,0x6DB04
5170,0x674C,U+81FE,臾,0x6DB44
5171,0x674D,U+8201,舁,0x6DB84
5172,0x674E,U+8202,舂,0x6DBC4
5173,0x674F,U+8205,舅,0x6DC04
5174,0x6750,U+8207,與,0x6DC44
5175,0x6751,U+820A,舊,0x6DC84
5176,0x6752,U+820D,舍,0x6DCC4
5177,0x6753,U+8210,舐,0x6DD04
5178,0x6754,U+8216,舖,0x6DD44
5179,0x6755,U+8229,舩,0x6DD84
5180,0x6756,U+822B,舫,0x6DDC4
5181,0x6757,U+8238,舸,0x6DE04
5182,0x6758,U+8233,舳,0x6DE44
5183,0x6759,U+8240,艀,0x6DE84
5184,0x675A,U+8259,艙,0x6DEC4
5185,0x675B,U+8258,艘,0x6DF04
5186,0x675C,U+825D,艝,0x6DF44
5187,0x675D,U+825A,艚,0x6DF84
5188,0x675E,U+825F,艟,0x6DFC4
5189,0x675F,U+8264,艤,0x6E004
5190,0x6760,U+8262,艢,0x6E044
5191,0x6761,U+8268,艨,0x6E084
5192,0x6762,U+826A,艪,0x6E0C4
5193,0x6763,U+826B,艫,0x6E104
5194,0x6764,U+822E,舮,0x6E144
5195,0x6765,U+8271,艱,0x6E184
5196,0x6766,U+8277,艷,0x6E1C4
5197,0x6767,U+8278,艸,0x6E204
5198,0x6768,U+827E,艾,0x6E244
5199,0x6769,U+828D,芍,0x6E284
5200,0x676A,U+8292,芒,0x6E2C4
5201,0x676B,U+82AB,芫,0x6E304
5202,0x676C,U+829F,芟,0x6E344
5203,0x676D,U+82BB,芻,0x6E384
5204,0x676E,U+82AC,芬,0x6E3C4
5205,0x676F,U+82E1,苡,0x6E404
5206,0x6770,U+82E3,苣,0x6E444
5207,0x6771,U+82DF,苟,0x6E484
5208,0x6772,U+82D2,苒,0x6E4C4
5209,0x6773,U+82F4,苴,0x6E504
5210,0x6774,U+82F3,苳,0x6E544
5211,0x6775,U+82FA,苺,0x6E584
5212,0x6776,U+8393,莓,0x6E5C4
5213,0x6777,U+8303,范,0x6E604
5214,0x6778,U+82FB,苻,0x6E644
5215,0x6779,U+82F9,苹,0x6E684
5216,0x677A,U+82DE,苞,0x6E6C4
5217,0x677B,U+8306,茆,0x6E704
5218,0x677C,U+82DC,苜,0x6E744
5219,0x677D,U+8309,茉,0x6E784
5220,0x677E,U+82D9,苙,0x6E7C4
5221,0x6821,U+8335,茵,0x6E804
5222,0x6822,U+8334,茴,0x6E844
5223,0x6823,U+8316,茖,0x6E884
5224,0x6824,U+8332,茲,0x6E8C4
5225,0x6825,U+8331,茱,0x6E904
5226,0x6826,U+8340,荀,0x6E944
5227,0x6827,U+8339,茹,0x6E984
5228,0x6828,U+8350,荐,0x6E9C4
5229,0x6829,U+8345,荅,0x6EA04
5230,0x682A,U+832F,茯,0x6EA44
5231,0x682B,U+832B,茫,0x6EA84
5232,0x682C,U+8317,茗,0x6EAC4
5233,0x682D,U+8318,茘,0x6EB04
5234,0x682E,U+8385,莅,0x6EB44
5235,0x682F,U+839A,莚,0x6EB84
5236,0x6830,U+83AA,莪,0x6EBC4
5237,0x6831,U+839F,莟,0x6EC04
5238,0x6832,U+83A2,莢,0x6EC44
5239,0x6833,U+8396,莖,0x6EC84
5240,0x6834,U+8323,茣,0x6ECC4
5241,0x6835,U+838E,莎,0x6ED04
5242,0x6836,U+8387,莇,0x6ED44
5243,0x6837,U+838A,莊,0x6ED84
5244,0x6838,U+837C,荼,0x6EDC4
5245,0x6839,U+83B5,莵,0x6EE04
5246,0x683A,U+8373,荳,0x6EE44
5247,0x683B,U+8375,荵,0x6EE84
5248,0x683C,U+83A0,莠,0x6EEC4
5249,0x683D,U+8389,莉,0x6EF04
5250,0x683E,U+83A8,莨,0x6EF44
5251,0x683F,U+83F4,菴,0x6EF84
5252,0x6840,U+8413,萓,0x6EFC4
5253,0x6841,U+83EB,菫,0x6F004
5254,0x6842,U+83CE,菎,0x6F044
5255,0x6843,U+83FD,菽,0x6F084
5256,0x6844,U+8403,萃,0x6F0C4
5257,0x6845,U+83D8,菘,0x6F104
5258,0x6846,U+840B,萋,0x6F144
5259,0x6847,U+83C1,菁,0x6F184
5260,0x6848,U+83F7,菷,0x6F1C4
5261,0x6849,U+8407,萇,0x6F204
5262,0x684A,U+83E0,菠,0x6F244
5263,0x684B,U+83F2,菲,0x6F284
5264,0x684C,U+840D,萍,0x6F2C4
5265,0x684D,U+8422,萢,0x6F304
5266,0x684E,U+8420,萠,0x6F344
5267,0x684F,U+83BD,莽,0x6F384
5268,0x6850,U+8438,萸,0x6F3C4
5269,0x6851,U+8506,蔆,0x6F404
5270,0x6852,U+83FB,菻,0x6F444
5271,0x6853,U+846D,葭,0x6F484
5272,0x6854,U+842A,萪,0x6F4C4
5273,0x6855,U+843C,萼,0x6F504
5274,0x6856,U+855A,蕚,0x6F544
5275,0x6857,U+8484,蒄,0x6F584
5276,0x6858,U+8477,葷,0x6F5C4
5277,0x6859,U+846B,葫,0x6F604
5278,0x685A,U+84AD,蒭,0x6F644
5279,0x685B,U+846E,葮,0x6F684
5280,0x685C,U+8482,蒂,0x6F6C4
5281,0x685D,U+8469,葩,0x6F704
5282,0x685E,U+8446,葆,0x6F744
5283,0x685F,U+842C,萬,0x6F784
5284,0x6860,U+846F,葯,0x6F7C4
5285,0x6861,U+8479,葹,0x6F804
5286,0x6862,U+8435,萵,0x6F844
5287,0x6863,U+84CA,蓊,0x6F884
5288,0x6864,U+8462,葢,0x6F8C4
5289,0x6865,U+84B9,蒹,0x6F904
5290,0x6866,U+84BF,蒿,0x6F944
5291,0x6867,U+849F,蒟,0x6F984
5292,0x6868,U+84D9,蓙,0x6F9C4
5293,0x6869,U+84CD,蓍,0x6FA04
5294,0x686A,U+84BB,蒻,0x6FA44
5295,0x686B,U+84DA,蓚,0x6FA84
5296,0x686C,U+84D0,蓐,0x6FAC4
5297,0x686D,U+84C1,蓁,0x6FB04
5298,0x686E,U+84C6,蓆,0x6FB44
5299,0x686F,U+84D6,蓖,0x6FB84
5300,0x6870,U+84A1,蒡,0x6FBC4
5301,0x6871,U+8521,蔡,0x6FC04
5302,0x6872,U+84FF,蓿,0x6FC44
5303,0x6873,U+84F4,蓴,0x6FC84
5304,0x6874,U+8517,蔗,0x6FCC4
5305,0x6875,U+8518,蔘,0x6FD04
5306,0x6876,U+852C,蔬,0x6FD44
5307,0x6877,U+851F,蔟,0x6FD84
5308,0x6878,U+8515,蔕,0x6FDC4
5309,0x6879,U+8514,蔔,0x6FE04
5310,0x687A,U+84FC,蓼,0x6FE44
5311,0x687B,U+8540,蕀,0x6FE84
5312,0x687C,U+8563,蕣,0x6FEC4
5313,0x687D,U+8558,蕘,0x6FF04
5314,0x687E,U+8548,蕈,0x6FF44
5315,0x6921,U+8541,蕁,0x6FF84
5316,0x6922,U+8602,蘂,0x6FFC4
5317,0x6923,U+854B,蕋,0x70004
5318,0x6924,U+8555,蕕,0x70044
5319,0x6925,U+8580,薀,0x70084
5320,0x6926,U+85A4,薤,0x700C4
5321,0x6927,U+8588,薈,0x70104
5322,0x6928,U+8591,薑,0x70144
5323,0x6929,U+858A,薊,0x70184
5324,0x692A,U+85A8,薨,0x701C4
5325,0x692B,U+856D,蕭,0x70204
5326,0x692C,U+8594,薔,0x70244
5327,0x692D,U+859B,薛,0x70284
5328,0x692E,U+85EA,藪,0x702C4
5329,0x692F,U+8587,薇,0x70304
5330,0x6930,U+859C,薜,0x70344
5331,0x6931,U+8577,蕷,0x70384
5332,0x6932,U+857E,蕾,0x703C4
5333,0x6933,U+8590,薐,0x70404
5334,0x6934,U+85C9,藉,0x70444
5335,0x6935,U+85BA,薺,0x70484
5336,0x6936,U+85CF,藏,0x704C4
5337,0x6937,U+85B9,薹,0x70504
5338,0x6938,U+85D0,藐,0x70544
5339,0x6939,U+85D5,藕,0x70584
5340,0x693A,U+85DD,藝,0x705C4
5341,0x693B,U+85E5,藥,0x70604
5342,0x693C,U+85DC,藜,0x70644
5343,0x693D,U+85F9,藹,0x70684
5344,0x693E,U+860A,蘊,0x706C4
5345,0x693F,U+8613,蘓,0x70704
5346,0x6940,U+860B,蘋,0x70744
5347,0x6941,U+85FE,藾,0x70784
5348,0x6942,U+85FA,藺,0x707C4
5349,0x6943,U+8606,蘆,0x70804
5350,0x6944,U+8622,蘢,0x70844
5351,0x6945,U+861A,蘚,0x70884
5352,0x6946,U+8630,蘰,0x708C4
5353,0x6947,U+863F,蘿,0x70904
5354,0x6948,U+864D,虍,0x70944
5355,0x6949,U+4E55,乕,0x70984
5356,0x694A,U+8654,虔,0x709C4
5357,0x694B,U+865F,號,0x70A04
5358,0x694C,U+8667,虧,0x70A44
5359,0x694D,U+8671,虱,0x70A84
5360,0x694E,U+8693,蚓,0x70AC4
5361,0x694F,U+86A3,蚣,0x70B04
5362,0x6950,U+86A9,蚩,0x70B44
5363,0x6951,U+86AA,蚪,0x70B84
5364,0x6952,U+868B,蚋,0x70BC4
5365,0x6953,U+868C,蚌,0x70C04
5366,0x6954,U+86B6,蚶,0x70C44
5367,0x6955,U+86AF,蚯,0x70C84
5368,0x6956,U+86C4,蛄,0x70CC4
5369,0x6957,U+86C6,蛆,0x70D04
5370,0x6958,U+86B0,蚰,0x70D44
5371,0x6959,U+86C9,蛉,0x70D84
5372,0x695A,U+8823,蠣,0x70DC4
5373,0x695B,U+86AB,蚫,0x70E04
5374,0x695C,U+86D4,蛔,0x70E44
5375,0x695D,U+86DE,蛞,0x70E84
5376,0x695E,U+86E9,蛩,0x70EC4
5377,0x695F,U+86EC,蛬,0x70F04
5378,0x6960,U+86DF,蛟,0x70F44
5379,0x6961,U+86DB,蛛,0x70F84
5380,0x6962,U+86EF,蛯,0x70FC4
5381,0x6963,U+8712,蜒,0x71004
5382,0x6964,U+8706,蜆,0x71044
5383,0x6965,U+8708,蜈,0x71084
5384,0x6966,U+8700,蜀,0x710C4
5385,0x6967,U+8703,蜃,0x71104
5386,0x6968,U+86FB,蛻,0x71144
5387,0x6969,U+8711,蜑,0x71184
5388,0x696A,U+8709,蜉,0x711C4
5389,0x696B,U+870D,蜍,0x71204
5390,0x696C,U+86F9,蛹,0x71244
5391,0x696D,U+870A,蜊,0x71284
5392,0x696E,U+8734,蜴,0x712C4
5393,0x696F,U+873F,蜿,0x71304
5394,0x6970,U+8737,蜷,0x71344
5395,0x6971,U+873B,蜻,0x71384
5396,0x6972,U+8725,蜥,0x713C4
5397,0x6973,U+8729,蜩,0x71404
5398,0x6974,U+871A,蜚,0x71444
5399,0x6975,U+8760,蝠,0x71484
5400,0x6976,U+875F,蝟,0x714C4
5401,0x6977,U+8778,蝸,0x71504
5402,0x6978,U+874C,蝌,0x71544
5403,0x6979,U+874E,蝎,0x71584
5404,0x697A,U+8774,蝴,0x715C4
5405,0x697B,U+8757,蝗,0x71604
5406,0x697C,U+8768,蝨,0x71644
5407,0x697D,U+876E,蝮,0x71684
5408,0x697E,U+8759,蝙,0x716C4
5409,0x6A21,U+8753,蝓,0x71704
5410,0x6A22,U+8763,蝣,0x71744
5411,0x6A23,U+876A,蝪,0x71784
5412,0x6A24,U+8805,蠅,0x717C4
5413,0x6A25,U+87A2,螢,0x71804
5414,0x6A26,U+879F,螟,0x71844
5415,0x6A27,U+8782,螂,0x71884
5416,0x6A28,U+87AF,螯,0x718C4
5417,0x6A29,U+87CB,蟋,0x71904
5418,0x6A2A,U+87BD,螽,0x71944
5419,0x6A2B,U+87C0,蟀,0x71984
5420,0x6A2C,U+87D0,蟐,0x719C4
5421,0x6A2D,U+96D6,雖,0x71A04
5422,0x6A2E,U+87AB,螫,0x71A44
5423,0x6A2F,U+87C4,蟄,0x71A84
5424,0x6A30,U+87B3,螳,0x71AC4
5425,0x6A31,U+87C7,蟇,0x71B04
5426,0x6A32,U+87C6,蟆,0x71B44
5427,0x6A33,U+87BB,螻,0x71B84
5428,0x6A34,U+87EF,蟯,0x71BC4
5429,0x6A35,U+87F2,蟲,0x71C04
5430,0x6A36,U+87E0,蟠,0x71C44
5431,0x6A37,U+880F,蠏,0x71C84
5432,0x6A38,U+880D,蠍,0x71CC4
5433,0x6A39,U+87FE,蟾,0x71D04
5434,0x6A3A,U+87F6,蟶,0x71D44
5435,0x6A3B,U+87F7,蟷,0x71D84
5436,0x6A3C,U+880E,蠎,0x71DC4
5437,0x6A3D,U+87D2,蟒,0x71E04
5438,0x6A3E,U+8811,蠑,0x71E44
5439,0x6A3F,U+8816,蠖,0x71E84
5440,0x6A40,U+8815,蠕,0x71EC4
5441,0x6A41,U+8822,蠢,0x71F04
5442,0x6A42,U+8821,蠡,0x71F44
5443,0x6A43,U+8831,蠱,0x71F84
5444,0x6A44,U+8836,蠶,0x71FC4
5445,0x6A45,U+8839,蠹,0x72004
5446,0x6A46,U+8827,蠧,0x72044
5447,0x6A47,U+883B,蠻,0x72084
5448,0x6A48,U+8844,衄,0x720C4
5449,0x6A49,U+8842,衂,0x72104
5450,0x6A4A,U+8852,衒,0x72144
5451,0x6A4B,U+8859,衙,0x72184
5452,0x6A4C,U+885E,衞,0x721C4
5453,0x6A4D,U+8862,衢,0x72204
5454,0x6A4E,U+886B,衫,0x72244
5455,0x6A4F,U+8881,袁,0x72284
5456,0x6A50,U+887E,衾,0x722C4
5457,0x6A51,U+889E,袞,0x72304
5458,0x6A52,U+8875,衵,0x72344
5459,0x6A53,U+887D,衽,0x72384
5460,0x6A54,U+88B5,袵,0x723C4
5461,0x6A55,U+8872,衲,0x72404
5462,0x6A56,U+8882,袂,0x72444
5463,0x6A57,U+8897,袗,0x72484
5464,0x6A58,U+8892,袒,0x724C4
5465,0x6A59,U+88AE,袮,0x72504
5466,0x6A5A,U+8899,袙,0x72544
5467,0x6A5B,U+88A2,袢,0x72584
5468,0x6A5C,U+888D,袍,0x725C4
5469,0x6A5D,U+88A4,袤,0x72604
5470,0x6A5E,U+88B0,袰,0x72644
5471,0x6A5F,U+88BF,袿,0x72684
5472,0x6A60,U+88B1,袱,0x726C4
5473,0x6A61,U+88C3,裃,0x72704
5474,0x6A62,U+88C4,裄,0x72744
5475,0x6A63,U+88D4,裔,0x72784
5476,0x6A64,U+88D8,裘,0x727C4
5477,0x6A65,U+88D9,裙,0x72804
5478,0x6A66,U+88DD,裝,0x72844
5479,0x6A67,U+88F9,裹,0x72884
5480,0x6A68,U+8902,褂,0x728C4
5481,0x6A69,U+88FC,裼,0x72904
5482,0x6A6A,U+88F4,裴,0x72944
5483,0x6A6B,U+88E8,裨,0x72984
5484,0x6A6C,U+88F2,裲,0x729C4
5485,0x6A6D,U+8904,褄,0x72A04
5486,0x6A6E,U+890C,褌,0x72A44
5487,0x6A6F,U+890A,褊,0x72A84
5488,0x6A70,U+8913,褓,0x72AC4
5489,0x6A71,U+8943,襃,0x72B04
5490,0x6A72,U+891E,褞,0x72B44
5491,0x6A73,U+8925,褥,0x72B84
5492,0x6A74,U+892A,褪,0x72BC4
5493,0x6A75,U+892B,褫,0x72C04
5494,0x6A76,U+8941,襁,0x72C44
5495,0x6A77,U+8944,襄,0x72C84
5496,0x6A78,U+893B,褻,0x72CC4
5497,0x6A79,U+8936,褶,0x72D04
5498,0x6A7A,U+8938,褸,0x72D44
5499,0x6A7B,U+894C,襌,0x72D84
5500,0x6A7C,U+891D,褝,0x72DC4
5501,0x6A7D,U+8960,襠,0x72E04
5502,0x6A7E,U+895E,襞,0x72E44
5503,0x6B21,U+8966,襦,0x72E84
5504,0x6B22,U+8964,襤,0x72EC4
5505,0x6B23,U+896D,襭,0x72F04
5506,0x6B24,U+896A,襪,0x72F44
5507,0x6B25,U+896F,襯,0x72F84
5508,0x6B26,U+8974,襴,0x72FC4
5509,0x6B27,U+8977,襷,0x73004
