order,korean,unicode,sjis_code,replaced_kanji,glyph_index,byte_offset
1831,촘,U+CD18,0xE7F9,錏,9973,0x7ADE8
1832,촙,U+CD19,0xE7FA,鋺,9974,0x7AE24
1833,촛,U+CD1B,0xE7FB,鍄,9975,0x7AE60
1834,총,U+CD1D,0xE841,錢,10045,0x7B440
1835,촤,U+CD24,0xE842,錚,10046,0x7B47C
1836,촨,U+CD28,0xE844,錺,10048,0x7B4F0
1837,촬,U+CD2C,0xE845,錵,10049,0x7B52C
1838,촹,U+CD39,0xE846,錻,10050,0x7B568
1839,최,U+CD5C,0xE848,鍠,10052,0x7B5DC
1840,쵠,U+CD60,0xE849,鍼,10053,0x7B618
1841,쵤,U+CD64,0xE84A,鍮,10054,0x7B654
1842,쵬,U+CD6C,0xE84B,鍖,10055,0x7B690
1843,쵭,U+CD6D,0xE84C,鎰,10056,0x7B6CC
1844,쵯,U+CD6F,0xE84D,鎬,10057,0x7B708
1845,쵱,U+CD71,0xE84E,鎭,10058,0x7B744
1846,쵸,U+CD78,0xE850,鎹,10060,0x7B7B8
1847,춈,U+CD88,0xE851,鏖,10061,0x7B7F4
1848,추,U+CD94,0xE852,鏗,10062,0x7B830
1849,축,U+CD95,0xE854,鏥,10064,0x7B8A4
1850,춘,U+CD98,0xE855,鏘,10065,0x7B8E0
1851,출,U+CD9C,0xE858,鏐,10068,0x7B98C
1852,춤,U+CDA4,0xE859,鏈,10069,0x7B9C8
1853,춥,U+CDA5,0xE85A,鏤,10070,0x7BA04
1854,춧,U+CDA7,0xE85B,鐚,10071,0x7BA40
1855,충,U+CDA9,0xE85C,鐔,10072,0x7BA7C
1856,춰,U+CDB0,0xE85D,鐓,10073,0x7BAB8
1857,췄,U+CDC4,0xE85E,鐃,10074,0x7BAF4
1858,췌,U+CDCC,0xE85F,鐇,10075,0x7BB30
1859,췐,U+CDD0,0xE861,鐶,10077,0x7BBA4
1860,취,U+CDE8,0xE862,鐫,10078,0x7BBE0
1861,췬,U+CDEC,0xE863,鐵,10079,0x7BC1C
1862,췰,U+CDF0,0xE864,鐡,10080,0x7BC58
1863,췸,U+CDF8,0xE866,鑁,10082,0x7BCCC
1864,췹,U+CDF9,0xE867,鑒,10083,0x7BD08
1865,췻,U+CDFB,0xE868,鑄,10084,0x7BD44
1866,췽,U+CDFD,0xE869,鑛,10085,0x7BD80
1867,츄,U+CE04,0xE86A,鑠,10086,0x7BDBC
1868,츈,U+CE08,0xE86C,鑞,10088,0x7BE30
1869,츌,U+CE0C,0xE86D,鑪,10089,0x7BE6C
1870,츔,U+CE14,0xE86E,鈩,10090,0x7BEA8
1871,츙,U+CE19,0xE86F,鑰,10091,0x7BEE4
1872,츠,U+CE20,0xE870,鑵,10092,0x7BF20
1873,측,U+CE21,0xE871,鑷,10093,0x7BF5C
1874,츤,U+CE24,0xE872,鑽,10094,0x7BF98
1875,츨,U+CE28,0xE873,鑚,10095,0x7BFD4
1876,츰,U+CE30,0xE874,鑼,10096,0x7C010
1877,츱,U+CE31,0xE876,钁,10098,0x7C084
1878,츳,U+CE33,0xE877,鑿,10099,0x7C0C0
1879,층,U+CE35,0xE894,阡,10128,0x7C6F8
1880,치,U+CE58,0xE895,阨,10129,0x7C734
1881,칙,U+CE59,0xE896,阮,10130,0x7C770
1882,친,U+CE5C,0xE897,阯,10131,0x7C7AC
1883,칟,U+CE5F,0xE899,陌,10133,0x7C820
1884,칠,U+CE60,0xE89A,陏,10134,0x7C85C
1885,칡,U+CE61,0xE89B,陋,10135,0x7C898
1886,침,U+CE68,0xE89E,陞,10138,0x7C944
1887,칩,U+CE69,0xE8A0,陟,10140,0x7C9B8
1888,칫,U+CE6B,0xE8A1,陦,10141,0x7C9F4
1889,칭,U+CE6D,0xE8A2,陲,10142,0x7CA30
1890,카,U+CE74,0xE8A3,陬,10143,0x7CA6C
1891,칵,U+CE75,0xE8A4,隍,10144,0x7CAA8
1892,칸,U+CE78,0xE8A9,隧,10149,0x7CBC4
1893,칼,U+CE7C,0xE8AA,隱,10150,0x7CC00
1894,캄,U+CE84,0xE8AB,隲,10151,0x7CC3C
1895,캅,U+CE85,0xE8AC,隰,10152,0x7CC78
1896,캇,U+CE87,0xE8AF,隸,10155,0x7CD24
1897,캉,U+CE89,0xE8B0,隹,10156,0x7CD60
1898,캐,U+CE90,0xE8B1,雎,10157,0x7CD9C
1899,캑,U+CE91,0xE8B3,雉,10159,0x7CE10
1900,캔,U+CE94,0xE8B4,雍,10160,0x7CE4C
1901,캘,U+CE98,0xE8B5,襍,10161,0x7CE88
1902,캠,U+CEA0,0xE8B6,雜,10162,0x7CEC4
1903,캡,U+CEA1,0xE8B8,雕,10164,0x7CF38
1904,캣,U+CEA3,0xE8B9,雹,10165,0x7CF74
1905,캤,U+CEA4,0xE8BE,霎,10170,0x7D090
1906,캥,U+CEA5,0xE8C1,霖,10173,0x7D13C
1907,캬,U+CEAC,0xE8C4,霪,10176,0x7D1E8
1908,캭,U+CEAD,0xE8C5,霰,10177,0x7D224
1909,컁,U+CEC1,0xE8C6,霹,10178,0x7D260
1910,커,U+CEE4,0xE8C8,霾,10180,0x7D2D4
1911,컥,U+CEE5,0xE8CA,靆,10182,0x7D348
1912,컨,U+CEE8,0xE8CD,靉,10185,0x7D3F4
1913,컫,U+CEEB,0xE8CE,靜,10186,0x7D430
1914,컬,U+CEEC,0xE8CF,靠,10187,0x7D46C
1915,컴,U+CEF4,0xE8D0,靤,10188,0x7D4A8
1916,컵,U+CEF5,0xE8D1,靦,10189,0x7D4E4
1917,컷,U+CEF7,0xE8D2,靨,10190,0x7D520
1918,컸,U+CEF8,0xE8D5,靱,10193,0x7D5CC
1919,컹,U+CEF9,0xE8D7,鞅,10195,0x7D640
1920,케,U+CF00,0xE8D8,靼,10196,0x7D67C
1921,켁,U+CF01,0xE8D9,鞁,10197,0x7D6B8
1922,켄,U+CF04,0xE8DB,鞆,10199,0x7D72C
1923,켈,U+CF08,0xE8DC,鞋,10200,0x7D768
1924,켐,U+CF10,0xE8DD,鞏,10201,0x7D7A4
1925,켑,U+CF11,0xE8DE,鞐,10202,0x7D7E0
1926,켓,U+CF13,0xE8E1,鞦,10205,0x7D88C
1927,켕,U+CF15,0xE8E2,鞣,10206,0x7D8C8
1928,켜,U+CF1C,0xE8E3,鞳,10207,0x7D904
1929,켠,U+CF20,0xE8E4,鞴,10208,0x7D940
1930,켤,U+CF24,0xE8E5,韃,10209,0x7D97C
1931,켬,U+CF2C,0xE8E6,韆,10210,0x7D9B8
1932,켭,U+CF2D,0xE8E7,韈,10211,0x7D9F4
1933,켯,U+CF2F,0xE8E8,韋,10212,0x7DA30
1934,켰,U+CF30,0xE8EC,韲,10216,0x7DB14
1935,켱,U+CF31,0xE8ED,竟,10217,0x7DB50
1936,켸,U+CF38,0xE8F4,頡,10224,0x7DCDC
1937,코,U+CF54,0xE8F6,頽,10226,0x7DD50
1938,콕,U+CF55,0xE8F7,顆,10227,0x7DD8C
1939,콘,U+CF58,0xE8F9,顋,10229,0x7DE00
1940,콜,U+CF5C,0xE8FA,顫,10230,0x7DE3C
1941,콤,U+CF64,0xE8FB,顯,10231,0x7DE78
1942,콥,U+CF65,0xE8FC,顰,10232,0x7DEB4
1943,콧,U+CF67,0xE940,顱,10300,0x7E424
1944,콩,U+CF69,0xE941,顴,10301,0x7E460
1945,콰,U+CF70,0xE942,顳,10302,0x7E49C
1946,콱,U+CF71,0xE943,颪,10303,0x7E4D8
1947,콴,U+CF74,0xE944,颯,10304,0x7E514
1948,콸,U+CF78,0xE945,颱,10305,0x7E550
1949,쾀,U+CF80,0xE946,颶,10306,0x7E58C
1950,쾅,U+CF85,0xE947,飄,10307,0x7E5C8
1951,쾌,U+CF8C,0xE949,飆,10309,0x7E63C
1952,쾡,U+CFA1,0xE94A,飩,10310,0x7E678
1953,쾨,U+CFA8,0xE94B,飫,10311,0x7E6B4
1954,쾰,U+CFB0,0xE94C,餃,10312,0x7E6F0
1955,쿄,U+CFC4,0xE94E,餒,10314,0x7E764
1956,쿠,U+CFE0,0xE94F,餔,10315,0x7E7A0
1957,쿡,U+CFE1,0xE950,餘,10316,0x7E7DC
1958,쿤,U+CFE4,0xE952,餝,10318,0x7E850
1959,쿨,U+CFE8,0xE953,餞,10319,0x7E88C
1960,쿰,U+CFF0,0xE955,餠,10321,0x7E900
1961,쿱,U+CFF1,0xE958,餽,10324,0x7E9AC
1962,쿳,U+CFF3,0xE95A,饂,10326,0x7EA20
1963,쿵,U+CFF5,0xE95B,饉,10327,0x7EA5C
1964,쿼,U+CFFC,0xE95D,饐,10329,0x7EAD0
1965,퀀,U+D000,0xE95E,饋,10330,0x7EB0C
1966,퀄,U+D004,0xE95F,饑,10331,0x7EB48
1967,퀑,U+D011,0xE960,饒,10332,0x7EB84
1968,퀘,U+D018,0xE961,饌,10333,0x7EBC0
1969,퀭,U+D02D,0xE962,饕,10334,0x7EBFC
1970,퀴,U+D034,0xE963,馗,10335,0x7EC38
1971,퀵,U+D035,0xE964,馘,10336,0x7EC74
1972,퀸,U+D038,0xE965,馥,10337,0x7ECB0
1973,퀼,U+D03C,0xE968,馼,10340,0x7ED5C
1974,큄,U+D044,0xE96B,駝,10343,0x7EE08
1975,큅,U+D045,0xE96E,駭,10346,0x7EEB4
1976,큇,U+D047,0xE96F,駮,10347,0x7EEF0
1977,큉,U+D049,0xE972,駻,10350,0x7EF9C
1978,큐,U+D050,0xE973,駸,10351,0x7EFD8
1979,큔,U+D054,0xE974,騁,10352,0x7F014
1980,큘,U+D058,0xE975,騏,10353,0x7F050
1981,큠,U+D060,0xE976,騅,10354,0x7F08C
1982,크,U+D06C,0xE977,駢,10355,0x7F0C8
1983,큭,U+D06D,0xE978,騙,10356,0x7F104
1984,큰,U+D070,0xE97A,騷,10358,0x7F178
1985,클,U+D074,0xE97B,驅,10359,0x7F1B4
1986,큼,U+D07C,0xE97E,驃,10362,0x7F260
1987,큽,U+D07D,0xE982,驍,10366,0x7F320
1988,킁,U+D081,0xE983,驛,10367,0x7F35C
1989,키,U+D0A4,0xE986,驢,10370,0x7F408
1990,킥,U+D0A5,0xE987,驥,10371,0x7F444
1991,킨,U+D0A8,0xE988,驤,10372,0x7F480
1992,킬,U+D0AC,0xE989,驩,10373,0x7F4BC
1993,킴,U+D0B4,0xE98A,驫,10374,0x7F4F8
1994,킵,U+D0B5,0xE98B,驪,10375,0x7F534
1995,킷,U+D0B7,0xE98C,骭,10376,0x7F570
1996,킹,U+D0B9,0xE98D,骰,10377,0x7F5AC
1997,타,U+D0C0,0xE98F,髀,10379,0x7F620
1998,탁,U+D0C1,0xE990,髏,10380,0x7F65C
1999,탄,U+D0C4,0xE993,體,10383,0x7F708
2000,탈,U+D0C8,0xE994,髞,10384,0x7F744
2001,탉,U+D0C9,0xE996,髢,10386,0x7F7B8
2002,탐,U+D0D0,0xE998,髦,10388,0x7F82C
2003,탑,U+D0D1,0xE999,髯,10389,0x7F868
2004,탓,U+D0D3,0xE99D,髱,10393,0x7F94C
2005,탔,U+D0D4,0xE9A2,鬚,10398,0x7FA68
2006,탕,U+D0D5,0xE9A3,鬟,10399,0x7FAA4
2007,태,U+D0DC,0xE9A5,鬣,10401,0x7FB18
2008,택,U+D0DD,0xE9AD,鬲,10409,0x7FCDC
2009,탠,U+D0E0,0xE9AE,魄,10410,0x7FD18
2010,탤,U+D0E4,0xE9AF,魃,10411,0x7FD54
2011,탬,U+D0EC,0xE9B0,魏,10412,0x7FD90
2012,탭,U+D0ED,0xE9B1,魍,10413,0x7FDCC
2013,탯,U+D0EF,0xE9B2,魎,10414,0x7FE08
2014,탰,U+D0F0,0xE9B3,魑,10415,0x7FE44
2015,탱,U+D0F1,0xE9B4,魘,10416,0x7FE80
2016,탸,U+D0F8,0xE9B5,魴,10417,0x7FEBC
2017,턍,U+D10D,0xE9B6,鮓,10418,0x7FEF8
2018,터,U+D130,0xE9B7,鮃,10419,0x7FF34
2019,턱,U+D131,0xE9B8,鮑,10420,0x7FF70
2020,턴,U+D134,0xE9B9,鮖,10421,0x7FFAC
2021,털,U+D138,0xE9BB,鮟,10423,0x80020
2022,턺,U+D13A,0xE9BC,鮠,10424,0x8005C
2023,텀,U+D140,0xE9BE,鮴,10426,0x800D0
2024,텁,U+D141,0xE9C2,鯆,10430,0x801B4
2025,텃,U+D143,0xE9C4,鯑,10432,0x80228
2026,텄,U+D144,0xE9C7,鯢,10435,0x802D4
2027,텅,U+D145,0xE9C8,鯤,10436,0x80310
2028,테,U+D14C,0xE9CA,鯡,10438,0x80384
2029,텍,U+D14D,0xE9CC,鯲,10440,0x803F8
2030,텐,U+D150,0xE9CD,鯱,10441,0x80434
2031,텔,U+D154,0xE9CE,鯰,10442,0x80470
2032,템,U+D15C,0xE9D0,鰔,10444,0x804E4
2033,텝,U+D15D,0xE9D1,鰉,10445,0x80520
2034,텟,U+D15F,0xE9D4,鰆,10448,0x805CC
2035,텡,U+D161,0xE9D5,鰈,10449,0x80608
2036,텨,U+D168,0xE9D8,鰄,10452,0x806B4
2037,텬,U+D16C,0xE9D9,鰮,10453,0x806F0
2038,텼,U+D17C,0xE9DA,鰛,10454,0x8072C
2039,톄,U+D184,0xE9DB,鰥,10455,0x80768
2040,톈,U+D188,0xE9DC,鰤,10456,0x807A4
2041,토,U+D1A0,0xE9DF,鱇,10459,0x80850
2042,톡,U+D1A1,0xE9E1,鱆,10461,0x808C4
2043,톤,U+D1A4,0xE9E2,鰾,10462,0x80900
2044,톨,U+D1A8,0xE9E3,鱚,10463,0x8093C
2045,톰,U+D1B0,0xE9E4,鱠,10464,0x80978
2046,톱,U+D1B1,0xE9E5,鱧,10465,0x809B4
2047,톳,U+D1B3,0xE9E7,鱸,10467,0x80A28
2048,통,U+D1B5,0xE9E8,鳧,10468,0x80A64
2049,톺,U+D1BA,0xE9E9,鳬,10469,0x80AA0
2050,톼,U+D1BC,0xE9EA,鳰,10470,0x80ADC
2051,퇀,U+D1C0,0xE9EB,鴉,10471,0x80B18
2052,퇘,U+D1D8,0xE9EC,鴈,10472,0x80B54
2053,퇴,U+D1F4,0xE9ED,鳫,10473,0x80B90
2054,퇸,U+D1F8,0xE9EF,鴆,10475,0x80C04
2055,툇,U+D207,0xE9F0,鴪,10476,0x80C40
2056,툉,U+D209,0xE9F1,鴦,10477,0x80C7C
2057,툐,U+D210,0xE9F3,鴣,10479,0x80CF0
2058,투,U+D22C,0xE9F4,鴟,10480,0x80D2C
2059,툭,U+D22D,0xE9F5,鵄,10481,0x80D68
2060,툰,U+D230,0xE9F6,鴕,10482,0x80DA4
2061,툴,U+D234,0xE9F7,鴒,10483,0x80DE0
2062,툼,U+D23C,0xE9F8,鵁,10484,0x80E1C
2063,툽,U+D23D,0xE9F9,鴿,10485,0x80E58
2064,툿,U+D23F,0xE9FA,鴾,10486,0x80E94
2065,퉁,U+D241,0xE9FB,鵆,10487,0x80ED0
2066,퉈,U+D248,0xE9FC,鵈,10488,0x80F0C
2067,퉜,U+D25C,0xEA40,鵝,10556,0x8147C
2068,퉤,U+D264,0xEA41,鵞,10557,0x814B8
2069,튀,U+D280,0xEA42,鵤,10558,0x814F4
2070,튁,U+D281,0xEA43,鵑,10559,0x81530
2071,튄,U+D284,0xEA44,鵐,10560,0x8156C
2072,튈,U+D288,0xEA45,鵙,10561,0x815A8
2073,튐,U+D290,0xEA46,鵲,10562,0x815E4
2074,튑,U+D291,0xEA47,鶉,10563,0x81620
2075,튕,U+D295,0xEA48,鶇,10564,0x8165C
2076,튜,U+D29C,0xEA49,鶫,10565,0x81698
2077,튠,U+D2A0,0xEA4A,鵯,10566,0x816D4
2078,튤,U+D2A4,0xEA4B,鵺,10567,0x81710
2079,튬,U+D2AC,0xEA4C,鶚,10568,0x8174C
2080,튱,U+D2B1,0xEA4D,鶤,10569,0x81788
2081,트,U+D2B8,0xEA4E,鶩,10570,0x817C4
2082,특,U+D2B9,0xEA4F,鶲,10571,0x81800
2083,튼,U+D2BC,0xEA50,鷄,10572,0x8183C
2084,튿,U+D2BF,0xEA51,鷁,10573,0x81878
2085,틀,U+D2C0,0xEA52,鶻,10574,0x818B4
2086,틂,U+D2C2,0xEA53,鶸,10575,0x818F0
2087,틈,U+D2C8,0xEA54,鶺,10576,0x8192C
2088,틉,U+D2C9,0xEA55,鷆,10577,0x81968
2089,틋,U+D2CB,0xEA56,鷏,10578,0x819A4
2090,틔,U+D2D4,0xEA57,鷂,10579,0x819E0
2091,틘,U+D2D8,0xEA58,鷙,10580,0x81A1C
2092,틜,U+D2DC,0xEA59,鷓,10581,0x81A58
2093,틤,U+D2E4,0xEA5A,鷸,10582,0x81A94
2094,틥,U+D2E5,0xEA5B,鷦,10583,0x81AD0
2095,티,U+D2F0,0xEA5C,鷭,10584,0x81B0C
2096,틱,U+D2F1,0xEA5D,鷯,10585,0x81B48
2097,틴,U+D2F4,0xEA5E,鷽,10586,0x81B84
2098,틸,U+D2F8,0xEA5F,鸚,10587,0x81BC0
2099,팀,U+D300,0xEA60,鸛,10588,0x81BFC
2100,팁,U+D301,0xEA61,鸞,10589,0x81C38
2101,팃,U+D303,0xEA63,鹹,10591,0x81CA8
2102,팅,U+D305,0xEA64,鹽,10592,0x81CE4
2103,파,U+D30C,0xEA65,麁,10593,0x81D20
2104,팍,U+D30D,0xEA66,麈,10594,0x81D5C
2105,팎,U+D30E,0xEA67,麋,10595,0x81D98
2106,판,U+D310,0xEA68,麌,10596,0x81DD4
2107,팔,U+D314,0xEA69,麒,10597,0x81E10
2108,팖,U+D316,0xEA6B,麑,10599,0x81E84
2109,팜,U+D31C,0xEA6E,麩,10602,0x81F30
2110,팝,U+D31D,0xEA6F,麸,10603,0x81F6C
2111,팟,U+D31F,0xEA70,麪,10604,0x81FA8
2112,팠,U+D320,0xEA71,麭,10605,0x81FE4
2113,팡,U+D321,0xEA72,靡,10606,0x82020
2114,팥,U+D325,0xEA75,黏,10609,0x820CC
2115,패,U+D328,0xEA76,黐,10610,0x82108
2116,팩,U+D329,0xEA79,點,10613,0x821B4
2117,팬,U+D32C,0xEA7B,黠,10615,0x82228
2118,팰,U+D330,0xEA7C,黥,10616,0x82264
2119,팸,U+D338,0xEA7E,黯,10618,0x822D8
2120,팹,U+D339,0xEA80,黴,10620,0x82328
2121,팻,U+D33B,0xEA82,黷,10622,0x8239C
2122,팼,U+D33C,0xEA83,黹,10623,0x823D8
2123,팽,U+D33D,0xEA85,黼,10625,0x8244C
2124,퍄,U+D344,0xEA86,黽,10626,0x82488
2125,퍅,U+D345,0xEA88,鼈,10628,0x824FC
2126,퍼,U+D37C,0xEA89,皷,10629,0x82538
2127,퍽,U+D37D,0xEA8B,鼡,10631,0x825AC
2128,펀,U+D380,0xEA8C,鼬,10632,0x825E8
2129,펄,U+D384,0xEA8D,鼾,10633,0x82624
2130,펌,U+D38C,0xEA90,齔,10636,0x826D0
2131,펍,U+D38D,0xEA92,齟,10638,0x82744
2132,펏,U+D38F,0xEA93,齠,10639,0x82780
2133,펐,U+D390,0xEA97,齬,10643,0x82864
2134,펑,U+D391,0xEA98,齪,10644,0x828A0
2135,페,U+D398,0xEA99,齷,10645,0x828DC
2136,펙,U+D399,0xEA9A,齲,10646,0x82918
2137,펜,U+D39C,0xEA9B,齶,10647,0x82954
2138,펠,U+D3A0,0xEA9C,龕,10648,0x82990
2139,펨,U+D3A8,0xEA9D,龜,10649,0x829CC
2140,펩,U+D3A9,0xEA9E,龠,10650,0x82A08
2141,펫,U+D3AB,0xEA9F,堯,10651,0x82A44
2142,펭,U+D3AD,0xEAA0,槇,10652,0x82A80
2143,펴,U+D3B4,0xEAA1,遙,10653,0x82ABC
2144,편,U+D3B8,0xEAA2,瑤,10654,0x82AF8
2145,펼,U+D3BC,0xEAA3,凜,10655,0x82B34
2146,폄,U+D3C4,0xEAA4,熙,10656,0x82B70
2147,폅,U+D3C5,0xED40,纊,11324,0x85FB0
2148,폈,U+D3C8,0xED41,褜,11325,0x85FEC
2149,평,U+D3C9,0xED42,鍈,11326,0x86028
2150,폐,U+D3D0,0xED43,銈,11327,0x86064
2151,폘,U+D3D8,0xED44,蓜,11328,0x860A0
2152,폡,U+D3E1,0xED45,俉,11329,0x860DC
2153,폣,U+D3E3,0xED46,炻,11330,0x86118
2154,포,U+D3EC,0xED47,昱,11331,0x86154
2155,폭,U+D3ED,0xED48,棈,11332,0x86190
2156,폰,U+D3F0,0xED49,鋹,11333,0x861CC
2157,폴,U+D3F4,0xED4A,曻,11334,0x86208
2158,폼,U+D3FC,0xED4B,彅,11335,0x86244
2159,폽,U+D3FD,0xED4D,仡,11337,0x8628C
2160,폿,U+D3FF,0xED4E,仼,11338,0x862C8
2161,퐁,U+D401,0xED4F,伀,11339,0x86304
2162,퐈,U+D408,0xED50,伃,11340,0x86340
2163,퐝,U+D41D,0xED51,伹,11341,0x8637C
2164,푀,U+D440,0xED52,佖,11342,0x863B8
2165,푄,U+D444,0xED53,侒,11343,0x863F4
2166,표,U+D45C,0xED54,侊,11344,0x86430
2167,푠,U+D460,0xED56,侔,11346,0x864A4
2168,푤,U+D464,0xED58,偀,11348,0x86518
2169,푭,U+D46D,0xED59,倢,11349,0x86554
2170,푯,U+D46F,0xED5A,俿,11350,0x86590
2171,푸,U+D478,0xED5C,偆,11352,0x86604
2172,푹,U+D479,0xED5E,偂,11354,0x86678
2173,푼,U+D47C,0xED5F,傔,11355,0x866B4
2174,푿,U+D47F,0xED61,僘,11357,0x86728
2175,풀,U+D480,0xED62,兊,11358,0x86764
2176,풂,U+D482,0xED63,兤,11359,0x867A0
2177,품,U+D488,0xED64,冝,11360,0x867DC
2178,풉,U+D489,0xED66,凬,11362,0x86850
2179,풋,U+D48B,0xED68,劜,11364,0x868C4
2180,풍,U+D48D,0xED69,劦,11365,0x86900
2181,풔,U+D494,0xED70,厓,11372,0x86A8C
2182,풩,U+D4A9,0xED71,厲,11373,0x86AC8
2183,퓌,U+D4CC,0xED76,咩,11378,0x86BE4
2184,퓐,U+D4D0,0xED77,哿,11379,0x86C20
2185,퓔,U+D4D4,0xED78,喆,11380,0x86C5C
2186,퓜,U+D4DC,0xED79,坙,11381,0x86C98
2187,퓟,U+D4DF,0xED7A,坥,11382,0x86CD4
2188,퓨,U+D4E8,0xED7B,垬,11383,0x86D10
2189,퓬,U+D4EC,0xED7C,埈,11384,0x86D4C
2190,퓰,U+D4F0,0xED7E,﨏,11386,0x86DC0
2191,퓸,U+D4F8,0xED81,增,11389,0x86E48
2192,퓻,U+D4FB,0xED82,墲,11390,0x86E84
2193,퓽,U+D4FD,0xED87,奣,11395,0x86FA0
2194,프,U+D504,0xED88,妤,11396,0x86FDC
2195,픈,U+D508,0xED89,妺,11397,0x87018
2196,플,U+D50C,0xED8A,孖,11398,0x87054
2197,픔,U+D514,0xED8E,寬,11402,0x87138
2198,픕,U+D515,0xED90,岦,11404,0x871AC
2199,픗,U+D517,0xED92,峵,11406,0x87220
2200,피,U+D53C,0xED95,﨑,11409,0x872CC
2201,픽,U+D53D,0xED96,嵂,11410,0x87308
2202,핀,U+D540,0xED97,嵭,11411,0x87344
2203,필,U+D544,0xED99,嶹,11413,0x873B8
2204,핌,U+D54C,0xED9A,巐,11414,0x873F4
2205,핍,U+D54D,0xED9B,弡,11415,0x87430
2206,핏,U+D54F,0xED9C,弴,11416,0x8746C
2207,핑,U+D551,0xED9D,彧,11417,0x874A8
2208,하,U+D558,0xED9E,德,11418,0x874E4
2209,학,U+D559,0xED9F,忞,11419,0x87520
2210,한,U+D55C,0xEDA1,悅,11421,0x87594
2211,할,U+D560,0xEDA5,愠,11425,0x87678
2212,핥,U+D565,0xEDA6,惲,11426,0x876B4
2213,함,U+D568,0xEDA7,愑,11427,0x876F0
2214,합,U+D569,0xEDA8,愷,11428,0x8772C
2215,핫,U+D56B,0xEDA9,愰,11429,0x87768
2216,항,U+D56D,0xEDAA,憘,11430,0x877A4
2217,해,U+D574,0xEDAB,戓,11431,0x877E0
2218,핵,U+D575,0xEDAC,抦,11432,0x8781C
2219,핸,U+D578,0xEDAD,揵,11433,0x87858
2220,핼,U+D57C,0xEDB0,擎,11436,0x87904
2221,햄,U+D584,0xEDB1,敎,11437,0x87940
2222,햅,U+D585,0xEDB3,昕,11439,0x879B4
2223,햇,U+D587,0xEDB5,昉,11441,0x87A28
2224,했,U+D588,0xEDB7,昞,11443,0x87A9C
2225,행,U+D589,0xEDB9,晥,11445,0x87B10
2226,햐,U+D590,0xEDBB,晙,11447,0x87B84
2227,향,U+D5A5,0xEDBC,晴,11448,0x87BC0
2228,허,U+D5C8,0xEDBE,暙,11450,0x87C34
2229,헉,U+D5C9,0xEDC0,暲,11452,0x87CA8
2230,헌,U+D5CC,0xEDC1,暿,11453,0x87CE4
2231,헐,U+D5D0,0xEDC2,曺,11454,0x87D20
2232,헒,U+D5D2,0xEDC5,杦,11457,0x87DCC
2233,험,U+D5D8,0xEDC6,枻,11458,0x87E08
2234,헙,U+D5D9,0xEDC7,桒,11459,0x87E44
2235,헛,U+D5DB,0xEDC8,柀,11460,0x87E80
2236,헝,U+D5DD,0xEDCA,桄,11462,0x87EF4
2237,헤,U+D5E4,0xEDCB,棏,11463,0x87F30
2238,헥,U+D5E5,0xEDCC,﨓,11464,0x87F6C
2239,헨,U+D5E8,0xEDCD,楨,11465,0x87FA8
2240,헬,U+D5EC,0xEDCE,﨔,11466,0x87FE4
2241,헴,U+D5F4,0xEDD1,樰,11469,0x88090
2242,헵,U+D5F5,0xEDD2,橫,11470,0x880CC
2243,헷,U+D5F7,0xEDD6,櫢,11474,0x881B0
2244,헹,U+D5F9,0xEDD7,櫤,11475,0x881EC
2245,혀,U+D600,0xEDD8,毖,11476,0x88228
2246,혁,U+D601,0xEDD9,氿,11477,0x88264
2247,현,U+D604,0xEDDA,汜,11478,0x882A0
2248,혈,U+D608,0xEDDB,沆,11479,0x882DC
2249,혐,U+D610,0xEDDC,汯,11480,0x88318
2250,협,U+D611,0xEDDD,泚,11481,0x88354
2251,혓,U+D613,0xEDDF,涇,11483,0x883C8
2252,혔,U+D614,0xEDE0,浯,11484,0x88404
2253,형,U+D615,0xEDE1,涖,11485,0x88440
2254,혜,U+D61C,0xEDE2,涬,11486,0x8847C
2255,혠,U+D620,0xEDE4,淸,11488,0x884F0
2256,혤,U+D624,0xEDE5,淲,11489,0x8852C
2257,혭,U+D62D,0xEDE8,湜,11492,0x885D8
2258,호,U+D638,0xEDEA,渼,11494,0x8864C
2259,혹,U+D639,0xEDEB,溿,11495,0x88688
2260,혼,U+D63C,0xEDEC,澈,11496,0x886C4
2261,홀,U+D640,0xEDED,澵,11497,0x88700
2262,홅,U+D645,0xEDEE,濵,11498,0x8873C
2263,홈,U+D648,0xEDEF,瀅,11499,0x88778
2264,홉,U+D649,0xEDF0,瀇,11500,0x887B4
2265,홋,U+D64B,0xEDF3,炫,11503,0x88860
2266,홍,U+D64D,0xEDF4,焏,11504,0x8889C
2267,홑,U+D651,0xEDF5,焄,11505,0x888D8
2268,화,U+D654,0xEDF6,煜,11506,0x88914
2269,확,U+D655,0xEDF8,煇,11508,0x88988
2270,환,U+D658,0xEDF9,凞,11509,0x889C4
2271,활,U+D65C,0xEDFA,燁,11510,0x88A00
2272,홧,U+D667,0xEDFB,燾,11511,0x88A3C
2273,황,U+D669,0xEDFC,犱,11512,0x88A78
2274,홰,U+D670,0xEE41,猤,11581,0x89020
2275,홱,U+D671,0xEE42,猪,11582,0x8905C
2276,홴,U+D674,0xEE43,獷,11583,0x89098
2277,횃,U+D683,0xEE45,珉,11585,0x8910C
2278,횅,U+D685,0xEE46,珖,11586,0x89148
2279,회,U+D68C,0xEE48,珒,11588,0x891BC
