order,korean,unicode,sjis_code,replaced_kanji,glyph_index,byte_offset
924,뱄,U+BC44,0xE0B8,犧,8116,0x64CBC
925,뱅,U+BC45,0xE0B9,犹,8117,0x64CF8
926,뱉,U+BC49,0xE0BA,犲,8118,0x64D34
927,뱌,U+BC4C,0xE0BB,狃,8119,0x64D70
928,뱍,U+BC4D,0xE0BF,狒,8123,0x64E54
929,뱐,U+BC50,0xE0C0,狢,8124,0x64E90
930,뱝,U+BC5D,0xE0C6,猗,8130,0x64FE4
931,버,U+BC84,0xE0C7,猊,8131,0x65020
932,벅,U+BC85,0xE0C8,猜,8132,0x6505C
933,번,U+BC88,0xE0CA,猝,8134,0x650D0
934,벋,U+BC8B,0xE0CC,猯,8136,0x65144
935,벌,U+BC8C,0xE0CD,猩,8137,0x65180
936,벎,U+BC8E,0xE0CE,猥,8138,0x651BC
937,범,U+BC94,0xE0CF,猾,8139,0x651F8
938,법,U+BC95,0xE0D0,獎,8140,0x65234
939,벗,U+BC97,0xE0D1,獏,8141,0x65270
940,벙,U+BC99,0xE0D3,獗,8143,0x652E4
941,벚,U+BC9A,0xE0D6,獰,8146,0x65390
942,베,U+BCA0,0xE0D8,獵,8148,0x65404
943,벡,U+BCA1,0xE0DA,獺,8150,0x65478
944,벤,U+BCA4,0xE0DC,玳,8152,0x654EC
945,벧,U+BCA7,0xE0DD,珎,8153,0x65528
946,벨,U+BCA8,0xE0E0,珥,8156,0x655D4
947,벰,U+BCB0,0xE0E1,珮,8157,0x65610
948,벱,U+BCB1,0xE0E2,珞,8158,0x6564C
949,벳,U+BCB3,0xE0E3,璢,8159,0x65688
950,벴,U+BCB4,0xE0E5,瑯,8161,0x656FC
951,벵,U+BCB5,0xE0E6,琥,8162,0x65738
952,벼,U+BCBC,0xE0E7,珸,8163,0x65774
953,벽,U+BCBD,0xE0E8,琲,8164,0x657B0
954,변,U+BCC0,0xE0E9,琺,8165,0x657EC
955,별,U+BCC4,0xE0EB,琿,8167,0x65860
956,볍,U+BCCD,0xE0EE,瑁,8170,0x6590C
957,볏,U+BCCF,0xE0EF,瑜,8171,0x65948
958,볐,U+BCD0,0xE0F4,瑶,8176,0x65A64
959,병,U+BCD1,0xE0F5,瑾,8177,0x65AA0
960,볕,U+BCD5,0xE0F6,璋,8178,0x65ADC
961,볘,U+BCD8,0xE0F8,璧,8180,0x65B50
962,볜,U+BCDC,0xE0FB,瓔,8183,0x65BFC
963,보,U+BCF4,0xE0FC,珱,8184,0x65C38
964,복,U+BCF5,0xE140,瓠,8252,0x661A8
965,볶,U+BCF6,0xE141,瓣,8253,0x661E4
966,본,U+BCF8,0xE142,瓧,8254,0x66220
967,볼,U+BCFC,0xE143,瓩,8255,0x6625C
968,봄,U+BD04,0xE144,瓮,8256,0x66298
969,봅,U+BD05,0xE145,瓲,8257,0x662D4
970,봇,U+BD07,0xE146,瓰,8258,0x66310
971,봉,U+BD09,0xE147,瓱,8259,0x6634C
972,봐,U+BD10,0xE148,瓸,8260,0x66388
973,봔,U+BD14,0xE149,瓷,8261,0x663C4
974,봤,U+BD24,0xE14A,甄,8262,0x66400
975,봬,U+BD2C,0xE14B,甃,8263,0x6643C
976,뵀,U+BD40,0xE14C,甅,8264,0x66478
977,뵈,U+BD48,0xE14D,甌,8265,0x664B4
978,뵉,U+BD49,0xE14E,甎,8266,0x664F0
979,뵌,U+BD4C,0xE150,甕,8268,0x66564
980,뵐,U+BD50,0xE151,甓,8269,0x665A0
981,뵘,U+BD58,0xE153,甦,8271,0x66614
982,뵙,U+BD59,0xE157,畍,8275,0x666F4
983,뵤,U+BD64,0xE158,畊,8276,0x66730
984,뵨,U+BD68,0xE15B,畆,8279,0x667DC
985,부,U+BD80,0xE15D,畩,8281,0x66850
986,북,U+BD81,0xE15E,畤,8282,0x6688C
987,분,U+BD84,0xE160,畫,8284,0x66900
988,붇,U+BD87,0xE162,畸,8286,0x66974
989,불,U+BD88,0xE164,疆,8288,0x669E8
990,붉,U+BD89,0xE165,疇,8289,0x66A24
991,붊,U+BD8A,0xE166,畴,8290,0x66A60
992,붐,U+BD90,0xE167,疊,8291,0x66A9C
993,붑,U+BD91,0xE168,疉,8292,0x66AD8
994,붓,U+BD93,0xE169,疂,8293,0x66B14
995,붕,U+BD95,0xE16C,疝,8296,0x66BC0
996,붙,U+BD99,0xE16E,疣,8298,0x66C34
997,붚,U+BD9A,0xE16F,痂,8299,0x66C70
998,붜,U+BD9C,0xE171,痃,8301,0x66CE4
999,붤,U+BDA4,0xE172,疵,8302,0x66D20
1000,붰,U+BDB0,0xE173,疽,8303,0x66D5C
1001,붸,U+BDB8,0xE174,疸,8304,0x66D98
1002,뷔,U+BDD4,0xE175,疼,8305,0x66DD4
1003,뷕,U+BDD5,0xE176,疱,8306,0x66E10
1004,뷘,U+BDD8,0xE17A,痙,8310,0x66EF4
1005,뷜,U+BDDC,0xE17D,痾,8313,0x66FA0
1006,뷩,U+BDE9,0xE180,痼,8316,0x67028
1007,뷰,U+BDF0,0xE181,瘁,8317,0x67064
1008,뷴,U+BDF4,0xE183,痺,8319,0x670D8
1009,뷸,U+BDF8,0xE184,痲,8320,0x67114
1010,븀,U+BE00,0xE185,痳,8321,0x67150
1011,븃,U+BE03,0xE186,瘋,8322,0x6718C
1012,븅,U+BE05,0xE187,瘍,8323,0x671C8
1013,브,U+BE0C,0xE188,瘉,8324,0x67204
1014,븍,U+BE0D,0xE189,瘟,8325,0x67240
1015,븐,U+BE10,0xE18A,瘧,8326,0x6727C
1016,블,U+BE14,0xE18B,瘠,8327,0x672B8
1017,븜,U+BE1C,0xE18D,瘢,8329,0x6732C
1018,븝,U+BE1D,0xE18E,瘤,8330,0x67368
1019,븟,U+BE1F,0xE18F,瘴,8331,0x673A4
1020,비,U+BE44,0xE191,瘻,8333,0x67418
1021,빅,U+BE45,0xE192,癇,8334,0x67454
1022,빈,U+BE48,0xE193,癈,8335,0x67490
1023,빌,U+BE4C,0xE194,癆,8336,0x674CC
1024,빎,U+BE4E,0xE195,癜,8337,0x67508
1025,빔,U+BE54,0xE196,癘,8338,0x67544
1026,빕,U+BE55,0xE197,癡,8339,0x67580
1027,빗,U+BE57,0xE19B,癪,8343,0x67664
1028,빙,U+BE59,0xE19C,癧,8344,0x676A0
1029,빚,U+BE5A,0xE19D,癬,8345,0x676DC
1030,빛,U+BE5B,0xE19E,癰,8346,0x67718
1031,빠,U+BE60,0xE19F,癲,8347,0x67754
1032,빡,U+BE61,0xE1A2,發,8350,0x67800
1033,빤,U+BE64,0xE1A4,皃,8352,0x67870
1034,빨,U+BE68,0xE1A5,皈,8353,0x678AC
1035,빪,U+BE6A,0xE1A7,皎,8355,0x67920
1036,빰,U+BE70,0xE1A8,皖,8356,0x6795C
1037,빱,U+BE71,0xE1A9,皓,8357,0x67998
1038,빳,U+BE73,0xE1AB,皚,8359,0x67A0C
1039,빴,U+BE74,0xE1AC,皰,8360,0x67A48
1040,빵,U+BE75,0xE1AD,皴,8361,0x67A84
1041,빻,U+BE7B,0xE1AE,皸,8362,0x67AC0
1042,빼,U+BE7C,0xE1AF,皹,8363,0x67AFC
1043,빽,U+BE7D,0xE1B0,皺,8364,0x67B38
1044,뺀,U+BE80,0xE1B1,盂,8365,0x67B74
1045,뺄,U+BE84,0xE1B2,盍,8366,0x67BB0
1046,뺌,U+BE8C,0xE1B3,盖,8367,0x67BEC
1047,뺍,U+BE8D,0xE1B4,盒,8368,0x67C28
1048,뺏,U+BE8F,0xE1B5,盞,8369,0x67C64
1049,뺐,U+BE90,0xE1B6,盡,8370,0x67CA0
1050,뺑,U+BE91,0xE1B7,盥,8371,0x67CDC
1051,뺘,U+BE98,0xE1B8,盧,8372,0x67D18
1052,뺙,U+BE99,0xE1B9,盪,8373,0x67D54
1053,뺨,U+BEA8,0xE1BA,蘯,8374,0x67D90
1054,뻐,U+BED0,0xE1BC,眈,8376,0x67E04
1055,뻑,U+BED1,0xE1BE,眄,8378,0x67E78
1056,뻔,U+BED4,0xE1BF,眩,8379,0x67EB4
1057,뻗,U+BED7,0xE1C0,眤,8380,0x67EF0
1058,뻘,U+BED8,0xE1C2,眥,8382,0x67F64
1059,뻠,U+BEE0,0xE1C3,眦,8383,0x67FA0
1060,뻣,U+BEE3,0xE1C5,眷,8385,0x68014
1061,뻤,U+BEE4,0xE1C6,眸,8386,0x68050
1062,뻥,U+BEE5,0xE1C7,睇,8387,0x6808C
1063,뻬,U+BEEC,0xE1C8,睚,8388,0x680C8
1064,뼁,U+BF01,0xE1C9,睨,8389,0x68104
1065,뼈,U+BF08,0xE1CA,睫,8390,0x68140
1066,뼉,U+BF09,0xE1CB,睛,8391,0x6817C
1067,뼘,U+BF18,0xE1CC,睥,8392,0x681B8
1068,뼙,U+BF19,0xE1CE,睾,8394,0x6822C
1069,뼛,U+BF1B,0xE1CF,睹,8395,0x68268
1070,뼜,U+BF1C,0xE1D1,瞋,8397,0x682DC
1071,뼝,U+BF1D,0xE1D2,瞑,8398,0x68318
1072,뽀,U+BF40,0xE1D3,瞠,8399,0x68354
1073,뽁,U+BF41,0xE1D4,瞞,8400,0x68390
1074,뽄,U+BF44,0xE1D5,瞰,8401,0x683CC
1075,뽈,U+BF48,0xE1D6,瞶,8402,0x68408
1076,뽐,U+BF50,0xE1D7,瞹,8403,0x68444
1077,뽑,U+BF51,0xE1DB,瞻,8407,0x68528
1078,뽕,U+BF55,0xE1DC,矇,8408,0x68564
1079,뾔,U+BF94,0xE1DE,矗,8410,0x685D8
1080,뾰,U+BFB0,0xE1DF,矚,8411,0x68614
1081,뿅,U+BFC5,0xE1E2,矮,8414,0x686C0
1082,뿌,U+BFCC,0xE1E3,矼,8415,0x686FC
1083,뿍,U+BFCD,0xE1E5,砒,8417,0x68770
1084,뿐,U+BFD0,0xE1E6,礦,8418,0x687AC
1085,뿔,U+BFD4,0xE1E7,砠,8419,0x687E8
1086,뿜,U+BFDC,0xE1E8,礪,8420,0x68824
1087,뿟,U+BFDF,0xE1E9,硅,8421,0x68860
1088,뿡,U+BFE1,0xE1EA,碎,8422,0x6889C
1089,쀼,U+C03C,0xE1EB,硴,8423,0x688D8
1090,쁑,U+C051,0xE1EE,碚,8426,0x68984
1091,쁘,U+C058,0xE1EF,碌,8427,0x689C0
1092,쁜,U+C05C,0xE1F2,碪,8430,0x68A6C
1093,쁠,U+C060,0xE1F4,磑,8432,0x68AE0
1094,쁨,U+C068,0xE1F5,磆,8433,0x68B1C
1095,쁩,U+C069,0xE1F6,磋,8434,0x68B58
1096,삐,U+C090,0xE1F8,碾,8436,0x68BCC
1097,삑,U+C091,0xE1F9,碼,8437,0x68C08
1098,삔,U+C094,0xE1FA,磅,8438,0x68C44
1099,삘,U+C098,0xE1FB,磊,8439,0x68C80
1100,삠,U+C0A0,0xE1FC,磬,8440,0x68CBC
1101,삡,U+C0A1,0xE240,磧,8508,0x6922C
1102,삣,U+C0A3,0xE241,磚,8509,0x69268
1103,삥,U+C0A5,0xE242,磽,8510,0x692A4
1104,사,U+C0AC,0xE243,磴,8511,0x692E0
1105,삭,U+C0AD,0xE247,礙,8515,0x693C4
1106,삯,U+C0AF,0xE249,礫,8517,0x69438
1107,산,U+C0B0,0xE24A,祀,8518,0x69474
1108,삳,U+C0B3,0xE24C,祗,8520,0x694E8
1109,살,U+C0B4,0xE24E,祚,8522,0x6955C
1110,삵,U+C0B5,0xE24F,祕,8523,0x69598
1111,삶,U+C0B6,0xE251,祺,8525,0x6960C
1112,삼,U+C0BC,0xE252,祿,8526,0x69648
1113,삽,U+C0BD,0xE254,禝,8528,0x696BC
1114,삿,U+C0BF,0xE255,禧,8529,0x696F8
1115,샀,U+C0C0,0xE257,禪,8531,0x6976C
1116,상,U+C0C1,0xE258,禮,8532,0x697A8
1117,샅,U+C0C5,0xE259,禳,8533,0x697E4
1118,새,U+C0C8,0xE25D,秕,8537,0x698C8
1119,색,U+C0C9,0xE25E,秧,8538,0x69904
1120,샌,U+C0CC,0xE25F,秬,8539,0x69940
1121,샐,U+C0D0,0xE261,秣,8541,0x699B4
1122,샘,U+C0D8,0xE262,稈,8542,0x699F0
1123,샙,U+C0D9,0xE264,稘,8544,0x69A64
1124,샛,U+C0DB,0xE265,稙,8545,0x69AA0
1125,샜,U+C0DC,0xE269,稱,8549,0x69B84
1126,생,U+C0DD,0xE26B,稾,8551,0x69BF8
1127,샤,U+C0E4,0xE26D,穃,8553,0x69C6C
1128,샥,U+C0E5,0xE26E,穗,8554,0x69CA8
1129,샨,U+C0E8,0xE270,穡,8556,0x69D1C
1130,샬,U+C0EC,0xE271,穢,8557,0x69D58
1131,샴,U+C0F4,0xE274,穰,8560,0x69E04
1132,샵,U+C0F5,0xE279,窕,8565,0x69F20
1133,샷,U+C0F7,0xE282,竄,8574,0x6A0F8
1134,샹,U+C0F9,0xE283,窿,8575,0x6A134
1135,섀,U+C100,0xE284,邃,8576,0x6A170
1136,섄,U+C104,0xE286,竊,8578,0x6A1E4
1137,섈,U+C108,0xE287,竍,8579,0x6A220
1138,섐,U+C110,0xE288,竏,8580,0x6A25C
1139,섕,U+C115,0xE289,竕,8581,0x6A298
1140,서,U+C11C,0xE28A,竓,8582,0x6A2D4
1141,석,U+C11D,0xE28B,站,8583,0x6A310
1142,섞,U+C11E,0xE28C,竚,8584,0x6A34C
1143,섟,U+C11F,0xE28D,竝,8585,0x6A388
1144,선,U+C120,0xE28E,竡,8586,0x6A3C4
1145,섣,U+C123,0xE28F,竢,8587,0x6A400
1146,설,U+C124,0xE290,竦,8588,0x6A43C
1147,섦,U+C126,0xE292,竰,8590,0x6A4B0
1148,섧,U+C127,0xE293,笂,8591,0x6A4EC
1149,섬,U+C12C,0xE296,笆,8594,0x6A598
1150,섭,U+C12D,0xE29B,笵,8599,0x6A6B4
1151,섯,U+C12F,0xE29E,筐,8602,0x6A760
1152,섰,U+C130,0xE29F,筺,8603,0x6A79C
1153,성,U+C131,0xE2A4,筅,8608,0x6A8B8
1154,섶,U+C136,0xE2A5,筵,8609,0x6A8F4
1155,세,U+C138,0xE2A8,筧,8612,0x6A9A0
1156,섹,U+C139,0xE2A9,筰,8613,0x6A9DC
1157,센,U+C13C,0xE2AC,筮,8616,0x6AA88
1158,셀,U+C140,0xE2AD,箝,8617,0x6AAC4
1159,셈,U+C148,0xE2AE,箘,8618,0x6AB00
1160,셉,U+C149,0xE2AF,箟,8619,0x6AB3C
1161,셋,U+C14B,0xE2B0,箍,8620,0x6AB78
1162,셌,U+C14C,0xE2B1,箜,8621,0x6ABB4
1163,셍,U+C14D,0xE2B2,箚,8622,0x6ABF0
1164,셔,U+C154,0xE2B3,箋,8623,0x6AC2C
1165,셕,U+C155,0xE2B4,箒,8624,0x6AC68
1166,션,U+C158,0xE2B7,箙,8627,0x6AD14
1167,셜,U+C15C,0xE2B8,篋,8628,0x6AD50
1168,셤,U+C164,0xE2B9,篁,8629,0x6AD8C
1169,셥,U+C165,0xE2BC,箴,8632,0x6AE38
1170,셧,U+C167,0xE2BF,篩,8635,0x6AEE4
1171,셨,U+C168,0xE2C2,篦,8638,0x6AF90
1172,셩,U+C169,0xE2C4,籠,8640,0x6B004
1173,셰,U+C170,0xE2C5,簀,8641,0x6B040
1174,셴,U+C174,0xE2C7,簓,8643,0x6B0B4
1175,셸,U+C178,0xE2CF,簪,8651,0x6B278
1176,솅,U+C185,0xE2D0,簟,8652,0x6B2B4
1177,소,U+C18C,0xE2D1,簷,8653,0x6B2F0
1178,속,U+C18D,0xE2D4,籌,8656,0x6B39C
1179,솎,U+C18E,0xE2D5,籃,8657,0x6B3D8
1180,손,U+C190,0xE2D6,籔,8658,0x6B414
1181,솔,U+C194,0xE2D7,籏,8659,0x6B450
1182,솖,U+C196,0xE2D9,籐,8661,0x6B4C4
1183,솜,U+C19C,0xE2DA,籘,8662,0x6B500
1184,솝,U+C19D,0xE2DB,籟,8663,0x6B53C
1185,솟,U+C19F,0xE2DC,籤,8664,0x6B578
1186,송,U+C1A1,0xE2DE,籥,8666,0x6B5EC
1187,솥,U+C1A5,0xE2DF,籬,8667,0x6B628
1188,솨,U+C1A8,0xE2E0,籵,8668,0x6B664
1189,솩,U+C1A9,0xE2E1,粃,8669,0x6B6A0
1190,솬,U+C1AC,0xE2E2,粐,8670,0x6B6DC
1191,솰,U+C1B0,0xE2E3,粤,8671,0x6B718
1192,솽,U+C1BD,0xE2E6,粫,8674,0x6B7C4
1193,쇄,U+C1C4,0xE2E8,粨,8676,0x6B838
1194,쇈,U+C1C8,0xE2E9,粳,8677,0x6B874
1195,쇌,U+C1CC,0xE2EB,粱,8679,0x6B8E8
1196,쇔,U+C1D4,0xE2ED,粹,8681,0x6B95C
1197,쇗,U+C1D7,0xE2EF,糀,8683,0x6B9D0
1198,쇘,U+C1D8,0xE2F0,糅,8684,0x6BA0C
1199,쇠,U+C1E0,0xE2F1,糂,8685,0x6BA48
1200,쇤,U+C1E4,0xE2F2,糘,8686,0x6BA84
1201,쇨,U+C1E8,0xE2F3,糒,8687,0x6BAC0
1202,쇰,U+C1F0,0xE2F4,糜,8688,0x6BAFC
1203,쇱,U+C1F1,0xE2F6,鬻,8690,0x6BB70
1204,쇳,U+C1F3,0xE2F7,糯,8691,0x6BBAC
1205,쇼,U+C1FC,0xE2F8,糲,8692,0x6BBE8
1206,쇽,U+C1FD,0xE2F9,糴,8693,0x6BC24
1207,숀,U+C200,0xE2FA,糶,8694,0x6BC60
1208,숄,U+C204,0xE2FB,糺,8695,0x6BC9C
1209,숌,U+C20C,0xE2FC,紆,8696,0x6BCD8
1210,숍,U+C20D,0xE340,紂,8764,0x6C248
1211,숏,U+C20F,0xE341,紜,8765,0x6C284
1212,숑,U+C211,0xE342,紕,8766,0x6C2C0
1213,수,U+C218,0xE346,紮,8770,0x6C3A4
1214,숙,U+C219,0xE347,紲,8771,0x6C3E0
1215,순,U+C21C,0xE349,紵,8773,0x6C454
1216,숟,U+C21F,0xE34A,絆,8774,0x6C490
1217,술,U+C220,0xE34C,絖,8776,0x6C504
1218,숨,U+C228,0xE34D,絎,8777,0x6C540
1219,숩,U+C229,0xE34F,絨,8779,0x6C5B4
1220,숫,U+C22B,0xE352,絣,8782,0x6C660
1221,숭,U+C22D,0xE353,經,8783,0x6C69C
1222,숯,U+C22F,0xE355,絛,8785,0x6C710
1223,숱,U+C231,0xE356,綏,8786,0x6C74C
1224,숲,U+C232,0xE358,綛,8788,0x6C7C0
1225,숴,U+C234,0xE359,綺,8789,0x6C7FC
1226,쉈,U+C248,0xE35B,綣,8791,0x6C870
1227,쉐,U+C250,0xE35C,綵,8792,0x6C8AC
1228,쉑,U+C251,0xE35E,綽,8794,0x6C920
1229,쉔,U+C254,0xE35F,綫,8795,0x6C95C
1230,쉘,U+C258,0xE366,綰,8802,0x6CAE8
1231,쉠,U+C260,0xE367,緘,8803,0x6CB24
1232,쉥,U+C265,0xE368,緝,8804,0x6CB60
1233,쉬,U+C26C,0xE369,緤,8805,0x6CB9C
1234,쉭,U+C26D,0xE36A,緞,8806,0x6CBD8
1235,쉰,U+C270,0xE36B,緻,8807,0x6CC14
1236,쉴,U+C274,0xE36C,緲,8808,0x6CC50
1237,쉼,U+C27C,0xE36D,緡,8809,0x6CC8C
1238,쉽,U+C27D,0xE36E,縅,8810,0x6CCC8
1239,쉿,U+C27F,0xE36F,縊,8811,0x6CD04
1240,슁,U+C281,0xE371,縡,8813,0x6CD78
1241,슈,U+C288,0xE372,縒,8814,0x6CDB4
1242,슉,U+C289,0xE373,縱,8815,0x6CDF0
1243,슐,U+C290,0xE374,縟,8816,0x6CE2C
1244,슘,U+C298,0xE375,縉,8817,0x6CE68
1245,슛,U+C29B,0xE376,縋,8818,0x6CEA4
1246,슝,U+C29D,0xE379,繦,8821,0x6CF50
1247,스,U+C2A4,0xE37A,縻,8822,0x6CF8C
1248,슥,U+C2A5,0xE37C,縹,8824,0x6D000
1249,슨,U+C2A8,0xE37E,縷,8826,0x6D074
1250,슬,U+C2AC,0xE381,縺,8829,0x6D0FC
1251,슭,U+C2AD,0xE382,繧,8830,0x6D138
1252,슴,U+C2B4,0xE384,繖,8832,0x6D1AC
1253,습,U+C2B5,0xE385,繞,8833,0x6D1E8
1254,슷,U+C2B7,0xE386,繙,8834,0x6D224
1255,승,U+C2B9,0xE388,繹,8836,0x6D298
1256,시,U+C2DC,0xE389,繪,8837,0x6D2D4
1257,식,U+C2DD,0xE38A,繩,8838,0x6D310
1258,신,U+C2E0,0xE38B,繼,8839,0x6D34C
1259,싣,U+C2E3,0xE38C,繻,8840,0x6D388
1260,실,U+C2E4,0xE38D,纃,8841,0x6D3C4
1261,싫,U+C2EB,0xE38F,繽,8843,0x6D438
1262,심,U+C2EC,0xE390,辮,8844,0x6D474
1263,십,U+C2ED,0xE391,繿,8845,0x6D4B0
1264,싯,U+C2EF,0xE392,纈,8846,0x6D4EC
1265,싱,U+C2F1,0xE393,纉,8847,0x6D528
1266,싶,U+C2F6,0xE394,續,8848,0x6D564
1267,싸,U+C2F8,0xE395,纒,8849,0x6D5A0
1268,싹,U+C2F9,0xE396,纐,8850,0x6D5DC
1269,싻,U+C2FB,0xE397,纓,8851,0x6D618
1270,싼,U+C2FC,0xE398,纔,8852,0x6D654
1271,쌀,U+C300,0xE399,纖,8853,0x6D690
1272,쌈,U+C308,0xE39A,纎,8854,0x6D6CC
1273,쌉,U+C309,0xE39C,纜,8856,0x6D740
1274,쌌,U+C30C,0xE39D,缸,8857,0x6D77C
1275,쌍,U+C30D,0xE39F,罅,8859,0x6D7F0
1276,쌓,U+C313,0xE3A0,罌,8860,0x6D82C
1277,쌔,U+C314,0xE3A2,罎,8862,0x6D8A0
1278,쌕,U+C315,0xE3A3,罐,8863,0x6D8DC
1279,쌘,U+C318,0xE3A8,罟,8868,0x6D9F8
1280,쌜,U+C31C,0xE3A9,罠,8869,0x6DA34
1281,쌤,U+C324,0xE3AA,罨,8870,0x6DA70
1282,쌥,U+C325,0xE3AB,罩,8871,0x6DAAC
1283,쌨,U+C328,0xE3AC,罧,8872,0x6DAE8
1284,쌩,U+C329,0xE3AD,罸,8873,0x6DB24
1285,썅,U+C345,0xE3AF,羆,8875,0x6DB98
1286,써,U+C368,0xE3B2,羇,8878,0x6DC44
1287,썩,U+C369,0xE3B3,羌,8879,0x6DC80
1288,썬,U+C36C,0xE3B4,羔,8880,0x6DCBC
1289,썰,U+C370,0xE3B5,羞,8881,0x6DCF8
1290,썲,U+C372,0xE3B6,羝,8882,0x6DD34
1291,썸,U+C378,0xE3BA,羲,8886,0x6DE18
1292,썹,U+C379,0xE3BB,羹,8887,0x6DE54
1293,썼,U+C37C,0xE3BC,羮,8888,0x6DE90
1294,썽,U+C37D,0xE3BD,羶,8889,0x6DECC
1295,쎄,U+C384,0xE3BE,羸,8890,0x6DF08
1296,쎈,U+C388,0xE3C0,翅,8892,0x6DF7C
1297,쎌,U+C38C,0xE3C1,翆,8893,0x6DFB8
1298,쏀,U+C3C0,0xE3CA,飜,8902,0x6E1B4
1299,쏘,U+C3D8,0xE3CB,耆,8903,0x6E1F0
1300,쏙,U+C3D9,0xE3CC,耄,8904,0x6E22C
1301,쏜,U+C3DC,0xE3CD,耋,8905,0x6E268
1302,쏟,U+C3DF,0xE3CF,耘,8907,0x6E2DC
1303,쏠,U+C3E0,0xE3D0,耙,8908,0x6E318
1304,쏢,U+C3E2,0xE3D3,耨,8911,0x6E3C4
1305,쏨,U+C3E8,0xE3D5,耻,8913,0x6E438
1306,쏩,U+C3E9,0xE3D8,聒,8916,0x6E4E4
1307,쏭,U+C3ED,0xE3D9,聘,8917,0x6E520
1308,쏴,U+C3F4,0xE3DB,聟,8919,0x6E594
1309,쏵,U+C3F5,0xE3DC,聢,8920,0x6E5D0
1310,쏸,U+C3F8,0xE3DD,聨,8921,0x6E60C
1311,쐈,U+C408,0xE3DE,聳,8922,0x6E648
1312,쐐,U+C410,0xE3DF,聲,8923,0x6E684
1313,쐤,U+C424,0xE3E1,聶,8925,0x6E6F8
1314,쐬,U+C42C,0xE3E2,聹,8926,0x6E734
1315,쐰,U+C430,0xE3E5,肄,8929,0x6E7E0
1316,쐴,U+C434,0xE3E6,肆,8930,0x6E81C
1317,쐼,U+C43C,0xE3E8,肛,8932,0x6E890
1318,쐽,U+C43D,0xE3EA,肚,8934,0x6E904
1319,쑈,U+C448,0xE3ED,肬,8937,0x6E9B0
1320,쑤,U+C464,0xE3EF,胥,8939,0x6EA24
1321,쑥,U+C465,0xE3F0,胙,8940,0x6EA60
1322,쑨,U+C468,0xE3F1,胝,8941,0x6EA9C
1323,쑬,U+C46C,0xE3F3,胚,8943,0x6EB10
1324,쑴,U+C474,0xE3F4,胖,8944,0x6EB4C
1325,쑵,U+C475,0xE3F6,胯,8946,0x6EBC0
1326,쑹,U+C479,0xE3F7,胱,8947,0x6EBFC
1327,쒀,U+C480,0xE3F8,脛,8948,0x6EC38
1328,쒔,U+C494,0xE3FB,脯,8951,0x6ECE4
1329,쒜,U+C49C,0xE441,腆,9021,0x6F2C4
1330,쒸,U+C4B8,0xE442,脾,9022,0x6F300
1331,쒼,U+C4BC,0xE443,腓,9023,0x6F33C
1332,쓩,U+C4E9,0xE444,腑,9024,0x6F378
1333,쓰,U+C4F0,0xE445,胼,9025,0x6F3B4
1334,쓱,U+C4F1,0xE447,腮,9027,0x6F428
1335,쓴,U+C4F4,0xE448,腥,9028,0x6F464
1336,쓸,U+C4F8,0xE44B,膃,9031,0x6F510
1337,쓺,U+C4FA,0xE44D,膊,9033,0x6F584
1338,쓿,U+C4FF,0xE44E,膀,9034,0x6F5C0
1339,씀,U+C500,0xE450,膠,9036,0x6F634
1340,씁,U+C501,0xE452,膤,9038,0x6F6A8
1341,씌,U+C50C,0xE453,膣,9039,0x6F6E4
1342,씐,U+C510,0xE454,腟,9040,0x6F720
1343,씔,U+C514,0xE455,膓,9041,0x6F75C
1344,씜,U+C51C,0xE456,膩,9042,0x6F798
1345,씨,U+C528,0xE457,膰,9043,0x6F7D4
1346,씩,U+C529,0xE458,膵,9044,0x6F810
1347,씬,U+C52C,0xE45A,膸,9046,0x6F884
1348,씰,U+C530,0xE45C,臀,9048,0x6F8F8
1349,씸,U+C538,0xE45D,臂,9049,0x6F934
1350,씹,U+C539,0xE460,臍,9052,0x6F9E0
1351,씻,U+C53B,0xE461,臑,9053,0x6FA1C
1352,씽,U+C53D,0xE462,臙,9054,0x6FA58
1353,아,U+C544,0xE463,臘,9055,0x6FA94
1354,악,U+C545,0xE464,臈,9056,0x6FAD0
1355,안,U+C548,0xE465,臚,9057,0x6FB0C
1356,앉,U+C549,0xE466,臟,9058,0x6FB48
1357,않,U+C54A,0xE467,臠,9059,0x6FB84
1358,알,U+C54C,0xE468,臧,9060,0x6FBC0
1359,앍,U+C54D,0xE469,臺,9061,0x6FBFC
1360,앎,U+C54E,0xE46F,與,9067,0x6FD50
1361,앓,U+C553,0xE472,舐,9070,0x6FDFC
1362,암,U+C554,0xE473,舖,9071,0x6FE38
1363,압,U+C555,0xE474,舩,9072,0x6FE74
1364,앗,U+C557,0xE475,舫,9073,0x6FEB0
1365,았,U+C558,0xE476,舸,9074,0x6FEEC
1366,앙,U+C559,0xE478,艀,9076,0x6FF60
1367,앝,U+C55D,0xE47A,艘,9078,0x6FFD4
1368,앞,U+C55E,0xE47B,艝,9079,0x70010
1369,애,U+C560,0xE47C,艚,9080,0x7004C
1370,액,U+C561,0xE47D,艟,9081,0x70088
1371,앤,U+C564,0xE480,艢,9084,0x70110
1372,앨,U+C568,0xE481,艨,9085,0x7014C
1373,앰,U+C570,0xE483,艫,9087,0x701C0
1374,앱,U+C571,0xE484,舮,9088,0x701FC
